First_Name,EMail,Age,Gender,Location_Preferences,Latitude,Longitude,Country,City,Languages_Preferred,Last_Seen,Response_Time,Programming_and_Software_Development_off,Project_Management_off,Accounting_and_Finance_off,Marketing_and_Advertising_off,Sales_and_Customer_Service_off,Human_Resources_and_Leadership_off,Graphic_Design_and_Illustration_off,Photography_and_Photo_Editing_off,Music_instruments_Composition_and_Production_off,Writing_and_Editing_off,Arts_and_Crafts_and_DIY_Projects_off,Learning_Foreign_Languages_off,Written_and_Oral_Communication_in_Various_Languages_off,Interpretation_and_Translation_off,Computer_and_Software_Application_Operation_off,Network_Administration_and_IT_Support_off,Electronics_and_Robotics_off,Web_Design_and_Development_off,Data_Analysis_and_Visualization_off,Interpersonal_Communication_off,Conflict_Resolution_and_Mediation_off,Empathy_and_Emotional_Intelligence_off,Leadership_Skills_and_Teamwork_off,Networking_and_Relationship_Management_off,Cooking_and_Baking_off,Gardening_and_Farming_off,DIY_and_Repairs_off,Driving_and_Vehicle_Maintenance_off,First_Aid_and_Life_Saving_Techniques_off,Mathematics_and_Sciences_off,History_and_Social_Sciences_off,Literature_and_Philosophy_off,Research_Methods_and_Academic_Writing_off,Academic_Reading_and_Critique_off,Time_Management_and_Organization_off,Stress_Management_and_Mindfulness_off,Financial_Planning_and_Budgeting_off,Self_Defense_and_Personal_Safety_off,Healthcare_and_Nutrition_off,Count_Programming_and_Software_Development_off,Count_Project_Management_off,Count_Accounting_and_Finance_off,Count_Marketing_and_Advertising_off,Count_Sales_and_Customer_Service_off,Count_Human_Resources_and_Leadership_off,Count_Graphic_Design_and_Illustration_off,Count_Photography_and_Photo_Editing_off,Count_Music_instruments_Composition_and_Production_off,Count_Writing_and_Editing_off,Count_Arts_and_Crafts_and_DIY_Projects_off,Count_Learning_Foreign_Languages_off,Count_Written_and_Oral_Communication_in_Various_Languages_off,Count_Interpretation_and_Translation_off,Count_Computer_and_Software_Application_Operation_off,Count_Network_Administration_and_IT_Support_off,Count_Electronics_and_Robotics_off,Count_Web_Design_and_Development_off,Count_Data_Analysis_and_Visualization_off,Count_Interpersonal_Communication_off,Count_Conflict_Resolution_and_Mediation_off,Count_Empathy_and_Emotional_Intelligence_off,Count_Leadership_Skills_and_Teamwork_off,Count_Networking_and_Relationship_Management_off,Count_Cooking_and_Baking_off,Count_Gardening_and_Farming_off,Count_DIY_and_Repairs_off,Count_Driving_and_Vehicle_Maintenance_off,Count_First_Aid_and_Life_Saving_Techniques_off,Count_Mathematics_and_Sciences_off,Count_History_and_Social_Sciences_off,Count_Literature_and_Philosophy_off,Count_Research_Methods_and_Academic_Writing_off,Count_Academic_Reading_and_Critique_off,Count_Time_Management_and_Organization_off,Count_Stress_Management_and_Mindfulness_off,Count_Financial_Planning_and_Budgeting_off,Count_Self_Defense_and_Personal_Safety_off,Count_Healthcare_and_Nutrition_off,Sum_Skills_Off,Sum_Skills_Rec,Usability,Speed_Performance,Feature_Satisfaction,Security_Satisfaction,Customer_Support
Renée,renée.carsten@yahoo.com,24,Female,Local or Remote,52.5679912441924,13.45557531986266,Germany,Berlin,"['Russian', 'Mandarin Chinese']",Within a Week,Within a week,,,,,,,,,,,,Novice,Expert,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,Satisfied,Satisfied,Satisfied,Satisfied,Neutral or Average
Ernesto,ernesto.bruscantini@mail.com,30,Diverse,Local or Remote,52.37149856886701,13.406039258794076,Germany,Berlin,"['Romanian', 'Ukrainian', 'Portuguese', 'Japanese', 'Italian']",Yesterday,Within a week,,,,,,,,,,,,,,,,,,,,Novice,Novice,Intermediate,Intermediate,Beginner,Intermediate,Intermediate,Expert,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,7.0,8.0,Neutral or Average,Satisfied,Satisfied,Satisfied,Satisfied
Macario,macario.hurst@mail.com,26,Diverse,Local or Remote,52.56213431510282,13.737094742277,Germany,Berlin,"['Romanian', 'German', 'Punjabi', 'Italian', 'French']",Within a Week,Within 24 hours,Beginner,Intermediate,Beginner,Expert,Novice,Advanced,,,,,,,,,Novice,Beginner,Expert,Novice,Intermediate,,,,,,Beginner,Beginner,Novice,Novice,Expert,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,13.0,Satisfied,Satisfied,Dissatisfied,Neutral or Average,Very Satisfied
Köktaş,köktaş.humbert@icloud.com,24,Male,Local or Remote,52.39084133059775,13.27027426862782,Germany,Berlin,['Japanese'],Within a Week,Within a month,,,,,,,,,,,,,,,Beginner,Advanced,Novice,Expert,Novice,,,,,,Novice,Beginner,Expert,Advanced,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,19.0,20.0,Very Satisfied,Neutral or Average,Satisfied,Very Dissatisfied,Dissatisfied
Anne,anne.i̇hsanoğlu@gmx.de,26,Male,Local or Remote,52.38838547418819,13.685619580238791,Germany,Berlin,"['Ukrainian', 'Spanish', 'Hindi', 'Japanese']",Within a Week,Within a week,,,,,,,Advanced,Intermediate,Beginner,Novice,Expert,,,,Novice,Novice,Intermediate,Intermediate,Novice,Expert,Intermediate,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,8.0,9.0,Neutral or Average,Neutral or Average,Dissatisfied,Satisfied,Neutral or Average
Edward,edward.bianchi@aol.com,26,Female,Local Only,52.46544360711456,13.10250988973094,Germany,Berlin,['Turkish'],Within a Week,Within a month,Intermediate,Expert,Beginner,Expert,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,15.0,Very Satisfied,Very Satisfied,Satisfied,Neutral or Average,Very Dissatisfied
Jenna,jenna.johnson@yahoo.com,26,Male,Local Only,52.54601525527795,13.12480011967751,Germany,Berlin,"['Hindi', 'Ukrainian']",Within a Week,Within 24 hours,Beginner,Beginner,Advanced,Expert,Novice,Advanced,,,,,,,,,,,,,,Novice,Intermediate,Novice,Beginner,Expert,Intermediate,Novice,Advanced,Novice,Novice,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,Neutral or Average,Dissatisfied,Neutral or Average,Very Dissatisfied,Neutral or Average
Regina,regina.delaunay@icloud.com,27,Male,Local or Remote,52.489930973443705,13.512181876466526,Germany,Berlin,"['English', 'Mandarin Chinese', 'Polish', 'French']",Within a Week,Within a week,,,,,,,,,,,,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,Novice,Intermediate,Novice,Beginner,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,8.0,Very Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Neutral or Average
Rosaura,rosaura.lourenço@arcor.de,30,Male,Remote Only,52.40290609637515,13.484806203394257,Germany,Berlin,"['Arabic', 'Hindi', 'Russian', 'Mandarin Chinese', 'Bengali']",Yesterday,Within a week,,,,,,,Intermediate,Novice,Intermediate,Advanced,Novice,Advanced,Expert,Expert,,,,,,,,,,,Advanced,Novice,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,Satisfied,Neutral or Average,Satisfied,Satisfied,Very Satisfied
Vinicio,vinicio.bragadin@yahoo.com,26,Prefer not to say,Local or Remote,52.606864347496206,13.727936764721452,Germany,Berlin,['Polish'],Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Advanced,Novice,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,8.0,9.0,Satisfied,Dissatisfied,Neutral or Average,Dissatisfied,Very Satisfied
Velitdin,velitdin.ramos@freenet.de,26,Male,Remote Only,52.62333102847488,13.32789610518134,Germany,Berlin,"['Polish', 'Spanish', 'Punjabi', 'Turkish', 'German']",Within a Week,Within a month,,,,,,,,,,,,,,,Novice,Novice,Beginner,Expert,Beginner,Intermediate,Advanced,Intermediate,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,15.0,17.0,Very Satisfied,Neutral or Average,Dissatisfied,Neutral or Average,Dissatisfied
Gabriel,gabriel.costa@yahoo.com,25,Female,Local or Remote,52.43425514848517,13.390567203686487,Germany,Berlin,"['French', 'Turkish', 'Italian']",Within a Week,More than a month,,,,,,,,,,,,Intermediate,Intermediate,Novice,,,,,,,,,,,,,,,,Intermediate,Expert,Beginner,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,7.0,6.0,Very Satisfied,Very Satisfied,Neutral or Average,Satisfied,Neutral or Average
Lia,lia.yaman@zoho.com,25,Diverse,Remote Only,52.40827076910531,13.376401277957072,Germany,Berlin,"['Bengali', 'Hindi', 'Russian']",Within a Week,More than a month,,,,,,,Beginner,Intermediate,Advanced,Advanced,Intermediate,,,,,,,,,Expert,Novice,Novice,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,8.0,7.0,Neutral or Average,Dissatisfied,Very Satisfied,Satisfied,Neutral or Average
Jérôme,jérôme.campos@gmail.com,27,Prefer not to say,Local or Remote,52.387695732007046,13.748358630228532,Germany,Berlin,"['Mandarin Chinese', 'Hindi', 'French', 'Bengali', 'Portuguese']",Within a Week,Within a month,Beginner,Advanced,Beginner,Expert,Novice,Advanced,Beginner,Intermediate,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Intermediate,Novice,Beginner,Intermediate,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,17.0,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Very Satisfied
Brunhilde,brunhilde.tevetoğlu@aol.com,26,Female,Remote Only,52.6205642142378,13.759220540315273,Germany,Berlin,"['Mandarin Chinese', 'German', 'Ukrainian', 'Japanese']",Within a Week,Within a week,,,,,,,Novice,Expert,Novice,Novice,Novice,Beginner,Novice,Beginner,,,,,,,,,,,,,,,,Beginner,Expert,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,Very Dissatisfied,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied
Pietro,pietro.benussi@protonmail.com,26,Male,Remote Only,52.51463590925514,13.213479515822078,Germany,Berlin,"['Turkish', 'French', 'Spanish']",Within a Week,Within a week,,,,,,,Beginner,Expert,Intermediate,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Dissatisfied,Satisfied,Very Dissatisfied,Very Satisfied
Alexandra,alexandra.antunes@1und1.de,28,Female,Remote Only,52.599811667556274,13.62952464316584,Germany,Berlin,['Russian'],Within a Week,Within a month,Novice,Intermediate,Beginner,Beginner,Beginner,Novice,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Novice,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,2.0,Very Satisfied,Very Satisfied,Neutral or Average,Dissatisfied,Very Satisfied
Thomas,thomas.figueiredo@aol.com,26,Female,Local or Remote,52.48425383287111,13.366997626515968,Germany,Berlin,"['Romanian', 'Italian', 'Ukrainian', 'Turkish']",Within a Week,Within a month,Intermediate,Advanced,Novice,Novice,Beginner,Novice,Beginner,Beginner,Expert,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,11.0,Very Satisfied,Neutral or Average,Satisfied,Neutral or Average,Dissatisfied
Nelson,nelson.sezgin@mail.com,27,Female,Remote Only,52.50155255268876,13.48726540345122,Germany,Berlin,['Arabic'],Within a Week,More than a month,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Expert,Advanced,Novice,Beginner,,,,,,Novice,Novice,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,19.0,18.0,Very Satisfied,Dissatisfied,Satisfied,Satisfied,Neutral or Average
Daniele,daniele.laszczyk@arcor.de,28,Female,Remote Only,52.39469163076075,13.495792539650653,Germany,Berlin,"['French', 'Ukrainian', 'Italian']",Today,Within a week,Novice,Beginner,Intermediate,Novice,Expert,Beginner,,,,,,,,,,,,,,,,,,,Intermediate,Beginner,Beginner,Advanced,Novice,,,,,,Expert,Beginner,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,7.0,7.0,Neutral or Average,Neutral or Average,Satisfied,Neutral or Average,Satisfied
Adelasia,adelasia.konstanty@aol.com,24,Female,Local or Remote,52.39090925712984,13.549547881879317,Germany,Berlin,['Polish'],Over a Month Ago,Within 24 hours,Beginner,Intermediate,Advanced,Novice,Expert,Novice,Beginner,Advanced,Expert,Advanced,Novice,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Intermediate,Novice,Advanced,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,Dissatisfied,Dissatisfied,Neutral or Average,Neutral or Average,Neutral or Average
Demiriz,demiriz.amador@gmail.com,25,Female,Remote Only,52.6095892247105,13.594947229898626,Germany,Berlin,"['Italian', 'Japanese', 'Bengali', 'Punjabi']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Expert,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,12.0,11.0,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral or Average,Neutral or Average
Eulalia,eulalia.boezio@outlook.com,25,Male,Remote Only,52.394929477787336,13.384426405276928,Germany,Berlin,"['Mandarin Chinese', 'Spanish', 'Hindi']",Within a Month,Within a week,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Very Satisfied
Elena,elena.blondel@aol.com,25,Male,Local Only,52.652231566738834,13.694325047270286,Germany,Berlin,"['English', 'Arabic', 'Hindi', 'Russian', 'Bengali']",Today,More than a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beginner,Beginner,Beginner,Advanced,Intermediate,Novice,Novice,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,Satisfied,Dissatisfied,Neutral or Average,Very Satisfied,Satisfied
Vincenzo,vincenzo.perret@web.de,26,Female,Local or Remote,52.58908526914877,13.530059705539792,Germany,Berlin,"['Romanian', 'English', 'Ukrainian']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intermediate,Novice,Beginner,Expert,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,8.0,6.0,Dissatisfied,Dissatisfied,Dissatisfied,Very Satisfied,Dissatisfied
Armando,armando.simões@freenet.de,28,Male,Local or Remote,52.38470204494632,13.16918694488361,Germany,Berlin,['Russian'],Within a Month,Within a month,Intermediate,Beginner,Novice,Beginner,Novice,Advanced,,,,,,,,,Novice,Expert,Novice,Novice,Advanced,,,,,,Advanced,Intermediate,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,Neutral or Average,Neutral or Average,Neutral or Average,Very Satisfied,Dissatisfied
Juliusz,juliusz.rivero@arcor.de,31,Female,Local or Remote,52.46023862655628,13.43093997391439,Germany,Berlin,"['Spanish', 'French', 'Romanian']",Within a Week,Within 24 hours,,,,,,,Expert,Advanced,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,19.0,Dissatisfied,Satisfied,Very Satisfied,Neutral or Average,Dissatisfied
Giampiero,giampiero.parisi@arcor.de,29,Male,Local Only,52.34026033447133,13.68101714614068,Germany,Berlin,"['Polish', 'Punjabi', 'Turkish', 'Ukrainian', 'French']",Within a Week,Within a month,Novice,Intermediate,Expert,Novice,Advanced,Novice,,,,,,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,Advanced,Novice,Novice,Novice,Novice,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,Satisfied,Dissatisfied,Dissatisfied,Neutral or Average,Neutral or Average
Dietlinde,dietlinde.kısakürek@t-online.de,25,Male,Remote Only,52.64543943504415,13.298813437079176,Germany,Berlin,"['Hindi', 'Japanese', 'Russian', 'Ukrainian', 'Portuguese']",Today,Within 24 hours,Novice,Beginner,Expert,Advanced,Beginner,Novice,Expert,Novice,Expert,Novice,Novice,,,,,,,,,,,,,,Novice,Expert,Novice,Novice,Beginner,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Satisfied,Neutral or Average,Neutral or Average,Dissatisfied,Neutral or Average
Diana,diana.miranda@outlook.com,30,Male,Local or Remote,52.60748338165329,13.37106233516351,Germany,Berlin,"['Hindi', 'Italian']",Within a Week,Within 24 hours,Intermediate,Novice,Expert,Beginner,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,9.0,Very Dissatisfied,Dissatisfied,Very Satisfied,Very Satisfied,Very Dissatisfied
Célina,célina.szott@gmail.com,25,Male,Remote Only,52.40501588277466,13.33676436445185,Germany,Berlin,"['Russian', 'Bengali', 'Arabic', 'Ukrainian']",Over a Month Ago,Within a month,Novice,Advanced,Novice,Beginner,Novice,Expert,Advanced,Novice,Novice,Intermediate,Advanced,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,Neutral or Average,Neutral or Average,Satisfied,Satisfied,Very Satisfied
Adrienne,adrienne.texier@mail.com,25,Female,Local or Remote,52.53930051078649,13.579394604914167,Germany,Berlin,"['French', 'Arabic', 'Russian', 'Mandarin Chinese', 'Ukrainian']",Within a Week,Within 24 hours,,,,,,,Beginner,Beginner,Novice,Beginner,Novice,,,,,,,,,Expert,Intermediate,Intermediate,Novice,Novice,Intermediate,Expert,Novice,Novice,Beginner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,7.0,5.0,Satisfied,Neutral or Average,Neutral or Average,Neutral or Average,Very Dissatisfied
Adrian,adrian.chamorro@hotmail.com,31,Male,Remote Only,52.44359723702519,13.204198051938738,Germany,Berlin,"['Arabic', 'Japanese', 'French']",Recently,Within a week,,,,,,,,,,,,,,,Expert,Novice,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,Very Satisfied,Satisfied,Neutral or Average,Very Satisfied,Very Satisfied
Aybet,aybet.brito@aol.com,28,Diverse,Local or Remote,52.493445379627566,13.3177277263495,Germany,Berlin,"['Italian', 'Bengali']",Within a Week,Within 24 hours,,,,,,,,,,,,Intermediate,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,19.0,Dissatisfied,Very Satisfied,Dissatisfied,Neutral or Average,Dissatisfied
Michel,michel.barbosa@aol.com,24,Male,Remote Only,52.36266133733493,13.237733916081368,Germany,Berlin,"['Japanese', 'Romanian', 'Mandarin Chinese', 'Russian', 'Portuguese']",Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Advanced,Expert,Novice,Novice,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,22.0,24.0,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied
Valerij,valerij.gould@aol.com,27,Female,Local or Remote,52.37782172360432,13.316967396371926,Germany,Berlin,"['Portuguese', 'Hindi']",Recently,Within 24 hours,,,,,,,Novice,Novice,Novice,Advanced,Intermediate,Intermediate,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,Neutral or Average,Satisfied,Satisfied,Satisfied,Dissatisfied
Isabelle,isabelle.meunier@outlook.com,21,Male,Local Only,52.42990894372778,13.661012074448347,Germany,Berlin,"['German', 'Ukrainian', 'Japanese', 'Italian']",Within a Month,Within a week,,,,,,,Expert,Advanced,Novice,Expert,Novice,,,,,,,,,,,,,,Novice,Intermediate,Novice,Novice,Novice,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,Neutral or Average,Dissatisfied,Very Satisfied,Very Dissatisfied,Dissatisfied
Joyce,joyce.drobek@arcor.de,27,Female,Remote Only,52.489126354245975,13.298847719772729,Germany,Berlin,"['Ukrainian', 'Punjabi', 'English', 'Russian', 'French']",Within a Month,Within a week,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Novice,Novice,Novice,,,,,,,,,,,Beginner,Novice,Intermediate,Expert,Novice,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,22.0,18.0,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied
Roger,roger.mälzer@outlook.com,25,Male,Local or Remote,52.3834662140117,13.44690337006558,Germany,Berlin,['Portuguese'],Within a Week,More than a month,,,,,,,Novice,Advanced,Intermediate,Novice,Novice,Advanced,Novice,Novice,,,,,,Expert,Beginner,Intermediate,Novice,Advanced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,Very Dissatisfied,Very Satisfied,Dissatisfied,Very Dissatisfied,Neutral or Average
Michał,michał.pieczyrak@gmx.de,27,Female,Local or Remote,52.46407857728725,13.5449341353161,Germany,Berlin,"['Hindi', 'Turkish', 'Japanese']",Within a Week,Within a week,,,,,,,Advanced,Intermediate,Beginner,Expert,Beginner,,,,Novice,Expert,Beginner,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,5.0,Dissatisfied,Very Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied
Gérard,gérard.çamurcuoğlu@aol.com,26,Female,Remote Only,52.528528833290274,13.56502440193204,Germany,Berlin,"['Portuguese', 'Italian']",Today,Within a week,,,,,,,,,,,,Novice,Expert,Beginner,,,,,,,,,,,,,,,,,,,,,Advanced,Expert,Intermediate,Intermediate,Advanced,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,18.0,Satisfied,Neutral or Average,Very Satisfied,Satisfied,Neutral or Average
Luc,luc.sezgin@yahoo.com,29,Female,Local or Remote,52.37898056321387,13.247388098725798,Germany,Berlin,['Hindi'],Within a Week,Within a month,,,,,,,,,,,,Beginner,Novice,Novice,,,,,,,,,,,,,,,,Beginner,Beginner,Novice,Novice,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,18.0,18.0,Dissatisfied,Neutral or Average,Very Dissatisfied,Neutral or Average,Very Dissatisfied
Lieselotte,lieselotte.nelson@hotmail.com,27,Male,Local or Remote,52.48917325256606,13.465700316695695,Germany,Berlin,"['German', 'Portuguese']",Recently,Within 24 hours,Intermediate,Novice,Beginner,Novice,Advanced,Beginner,,,,,,Novice,Novice,Advanced,,,,,,,,,,,Expert,Beginner,Expert,Novice,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,18.0,23.0,Very Dissatisfied,Very Satisfied,Very Satisfied,Dissatisfied,Satisfied
Bernardo,bernardo.rozas@hotmail.com,26,Male,Remote Only,52.45567789442104,13.395018290684863,Germany,Berlin,"['Hindi', 'Mandarin Chinese', 'French']",Within a Week,Within a week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Novice,Intermediate,Beginner,Beginner,Expert,Beginner,Novice,Beginner,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,15.0,18.0,Very Satisfied,Satisfied,Very Satisfied,Neutral or Average,Satisfied
Ivo,ivo.guzman@web.de,24,Female,Remote Only,52.55523084429026,13.519918198442484,Germany,Berlin,['English'],Within a Week,Within 24 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novice,Expert,Novice,Intermediate,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,15.0,13.0,Very Satisfied,Neutral or Average,Satisfied,Neutral or Average,Dissatisfied
Kürşad,kürşad.hoareau@mail.com,27,Male,Local or Remote,52.60794957783519,13.695064213231484,Germany,Berlin,"['Portuguese', 'Polish', 'Italian']",Within a Week,Within 24 hours,Beginner,Expert,Beginner,Novice,Novice,Novice,,,,,,,,,Beginner,Advanced,Expert,Advanced,Novice,Novice,Beginner,Novice,Beginner,Beginner,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,5.0,Satisfied,Satisfied,Neutral or Average,Dissatisfied,Satisfied
Roksana,roksana.meyer@yahoo.com,28,Female,Remote Only,52.3441305950013,13.559412810393948,Germany,Berlin,"['Hindi', 'Japanese', 'Mandarin Chinese', 'French']",Within a Week,Within 24 hours,Intermediate,Novice,Novice,Intermediate,Advanced,Expert,Intermediate,Novice,Beginner,Beginner,Beginner,,,,,,,,,,,,,,Beginner,Beginner,Beginner,Intermediate,Expert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,12.0,13.0,Satisfied,Very Satisfied,Dissatisfied,Neutral or Average,Neutral or Average
Natalia,natalia.ertaş@freenet.de,21,Male,Local or Remote,52.39364666058669,13.446798509203951,Germany,Berlin,"['Ukrainian', 'Portuguese', 'Hindi', 'Italian']",Today,Within a month,,,,,,,Intermediate,Expert,Novice,Expert,Advanced,Novice,Novice,Novice,,,,,,,,,,,,,,,,Expert,Beginner,Beginner,Novice,Novice,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,25.0,Satisfied,Satisfied,Very Satisfied,Dissatisfied,Very Dissatisfied
Maurycy,maurycy.larrea@aol.com,30,Prefer not to say,Remote Only,52.428011792227096,13.669904826586787,Germany,Berlin,"['Ukrainian', 'Turkish', 'Arabic', 'French', 'Bengali']",Within a Month,More than a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Expert,Beginner,Expert,Expert,Novice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,15.0,14.0,Neutral or Average,Neutral or Average,Dissatisfied,Dissatisfied,Dissatisfied
